Input,Output
Implement a PHP class representing a weighted directed graph and provide methods for finding the shortest path using the Bellman-Ford algorithm.,وزن والے ہدایت والے گراف کی نمائندگی کرنے والے پی ایچ پی کلاس کو نافذ کریں اور بیل مین فورڈ الگورتھم کا استعمال کرتے ہوئے مختصر ترین راستہ تلاش کرنے کے طریقے فراہم کریں۔
Explain the concept of routing in Laravel and how to define routes for different HTTP methods.,لاریول میں روٹنگ کے تصور کی وضاحت کریں اور مختلف HTTP طریقوں کے لئے راستوں کی وضاحت کیسے کریں۔
What are middleware in Laravel? How can they be used to modify HTTP requests and responses?,لاریول میں مڈل ویئر کیا ہیں؟ان کا استعمال HTTP درخواستوں اور جوابات میں ترمیم کرنے کے لئے کیسے کیا جاسکتا ہے؟
How do you define and use controllers in Laravel? Provide an example of a controller with methods for CRUD operations.,آپ لاریول میں کنٹرولرز کی وضاحت اور استعمال کیسے کرتے ہیں؟CRUD آپریشنز کے طریقوں کے ساتھ ایک کنٹرولر کی ایک مثال پیش کریں۔
Explain the concept of migrations in Laravel and how they can be used for managing database schema changes.,لاریول میں ہجرت کے تصور کی وضاحت کریں اور ان کو ڈیٹا بیس اسکیما میں تبدیلیوں کے انتظام کے لئے کس طرح استعمال کیا جاسکتا ہے۔
How do you define and use Eloquent models in Laravel? Provide an example of a model with relationships and query methods.,آپ لاریول میں فصاحت ماڈل کی وضاحت اور استعمال کیسے کرتے ہیں؟تعلقات اور استفسار کے طریقوں والے ماڈل کی ایک مثال پیش کریں۔
What is the purpose of Laravel's Blade templating engine? How do you define and use templates in Laravel?,لاریول کے بلیڈ ٹیمپلیٹنگ انجن کا مقصد کیا ہے؟آپ لاریول میں ٹیمپلیٹس کی وضاحت اور استعمال کیسے کرتے ہیں؟
How can you handle form validation in Laravel? Provide an example of how to define validation rules and display error messages.,آپ لاریول میں فارم کی توثیق کو کس طرح سنبھال سکتے ہیں؟توثیق کے قواعد کی وضاحت کرنے اور غلطی کے پیغامات کی نمائش کرنے کی ایک مثال پیش کریں۔
Explain the concept of middleware groups in Laravel and how they can be used to group related middleware.,لاریول میں مڈل ویئر گروپوں کے تصور کی وضاحت کریں اور ان سے متعلق مڈل ویئر کو گروپ کرنے کے لئے کس طرح استعمال کیا جاسکتا ہے۔
How do you handle file uploads in Laravel? Explain the process of receiving and storing uploaded files.,آپ لاریول میں فائل اپ لوڈ کو کس طرح سنبھالتے ہیں؟اپ لوڈ فائلوں کو وصول کرنے اور اسٹور کرنے کے عمل کی وضاحت کریں۔
What are Laravel service providers? How do you register and use service providers in Laravel?,لاریول سروس فراہم کرنے والے کیا ہیں؟آپ لاریول میں خدمت فراہم کرنے والوں کو کس طرح رجسٹر اور استعمال کرتے ہیں؟
Explain the concept of Laravel facades and how they provide a simplified interface to underlying classes.,لاریول کے سامنے والے تصورات کے تصور کی وضاحت کریں اور وہ کس طرح بنیادی کلاسوں کو ایک آسان انٹرفیس فراہم کرتے ہیں۔
"""How can you handle authentication and authorization in Laravel? Explain the process of user registration, login, and access control.""","""آپ لاریول میں توثیق اور اجازت کو کس طرح سنبھال سکتے ہیں؟ صارف کے اندراج ، لاگ ان ، اور رسائی کنٹرول کے عمل کی وضاحت کریں۔"""
What is the purpose of Laravel's artisan command-line tool? Provide examples of common artisan commands and their usage.,لاریول کے کاریگر کمانڈ لائن ٹول کا مقصد کیا ہے؟عام کاریگر احکامات اور ان کے استعمال کی مثالیں فراہم کریں۔
How do you define and use Laravel's database query builder for performing database operations?,ڈیٹا بیس کی کارروائیوں کو انجام دینے کے ل Lar آپ لاریول کے ڈیٹا بیس کوئری بلڈر کی وضاحت اور استعمال کیسے کرتے ہیں؟
Explain the concept of eager loading in Laravel and how it can be used to optimize database queries with relationships.,
How can you send emails in Laravel? Explain the process of configuring mail drivers and sending emails.,آپ لاریول میں ای میل کیسے بھیج سکتے ہیں؟میل ڈرائیوروں کی تشکیل اور ای میل بھیجنے کے عمل کی وضاحت کریں۔
"""What are Laravel collections? How do you perform operations on collections, such as filtering, mapping, and reducing?""","""لاریول کے مجموعے کیا ہیں؟ آپ مجموعوں پر آپریشن کیسے کرتے ہیں ، جیسے فلٹرنگ ، میپنگ ، اور کم کرنا؟"""
Explain the concept of caching in Laravel and how to use Laravel's caching mechanisms to improve application performance.,درخواست کی کارکردگی کو بہتر بنانے کے ل Lar لاریول میں کیچنگ کے تصور اور لاریول کے کیچنگ میکانزم کو کس طرح استعمال کیا جائے اس کی وضاحت کریں۔
How do you handle exceptions and errors in Laravel? Explain the process of defining custom exception handlers and error pages.,لاریول میں آپ استثناء اور غلطیوں کو کس طرح سنبھالتے ہیں؟کسٹم استثناء ہینڈلرز اور غلطی کے صفحات کی وضاحت کے عمل کی وضاحت کریں۔
"""What is Laravel's event system? How do you define and dispatch events, and how can listeners respond to those events?""","""لاریول کا ایونٹ سسٹم کیا ہے؟ آپ واقعات کی وضاحت اور بھیجتے ہیں ، اور سامعین ان واقعات کا کیا جواب دے سکتے ہیں؟"""
Explain the concept of Laravel's task scheduling and how to define scheduled tasks using Laravel's scheduler.,لاریول کے ٹاسک شیڈولنگ کے تصور کی وضاحت کریں اور لاریول کے شیڈولر کا استعمال کرتے ہوئے شیڈول کاموں کی وضاحت کیسے کریں۔
How do you handle API authentication in Laravel? Explain the process of authenticating API requests using tokens or OAuth.,آپ لاریول میں API کی توثیق کو کس طرح سنبھالتے ہیں؟ٹوکن یا OAUTH کا استعمال کرتے ہوئے API کی درخواستوں کی توثیق کے عمل کی وضاحت کریں۔
What is Laravel Horizon? How can you use Horizon to monitor and manage queues in Laravel?,لاریول افق کیا ہے؟لاریول میں قطار کی نگرانی اور ان کا انتظام کرنے کے لئے آپ افق کا استعمال کیسے کرسکتے ہیں؟
Explain the concept of Laravel's event broadcasting and how it enables real-time communication between server and client.,
How do you handle pagination in Laravel? Provide an example of paginating database results and rendering pagination links.,آپ لاریول میں صفحہ بندی کو کس طرح سنبھالتے ہیں؟ڈیٹا بیس کے نتائج کو صفحہ بندی کرنے اور صفحہ بندی کے لنکس کو پیش کرنے کی ایک مثال پیش کریں۔
What is Laravel's localization feature? How do you configure and use localization to support multiple languages in an application?,لاریول کی لوکلائزیشن کی خصوصیت کیا ہے؟کسی درخواست میں متعدد زبانوں کی مدد کے لئے آپ لوکلائزیشن کو کس طرح تشکیل دیتے ہیں اور استعمال کرتے ہیں؟
Explain the concept of Laravel's authorization policies and how they can be used to define granular access control rules.,لاریول کی اجازت کی پالیسیوں کے تصور کی وضاحت کریں اور ان کو دانے دار رسائی کنٹرول کے قواعد کی وضاحت کے لئے کس طرح استعمال کیا جاسکتا ہے۔
How can you interact with external APIs in Laravel? Explain the process of making HTTP requests and processing API responses.,آپ لاریول میں بیرونی API کے ساتھ کس طرح بات چیت کرسکتے ہیں؟HTTP درخواستیں بنانے اور API کے ردعمل پر کارروائی کرنے کے عمل کی وضاحت کریں۔
